599.651463,589.15727,595.697755,609.024293,603.100386,601.583827,555.424031,602.47829,594.080642,586.358489,573.876383,594.252134,579.232338,631.498552,594.503336
563.0401,551.354061,558.841823,574.396313,565.431355,564.644537,531.915957,565.444377,561.742528,550.292791,542.46927,559.244519,547.478535,595.626505,561.816808
604.600759,595.293689,602.695222,615.680923,610.068065,604.740316,548.729591,608.487507,601.245625,592.486623,579.412138,604.834589,585.854927,639.430692,602.308911
608.418658,600.84693,606.07916,621.741016,613.871011,604.806791,575.64827,611.521049,605.267844,598.709728,580.929872,610.437946,592.561031,643.517499,606.073159
599.603524,589.910141,595.898279,609.491984,601.71652,590.275336,572.338874,597.945495,596.364258,588.88387,574.27104,598.141598,585.046701,626.31022,596.909809
599.932447,590.720368,595.826672,608.755619,605.760485,596.953853,565.80646,602.339663,596.943556,587.602305,572.97662,599.579674,581.289845,636.894858,596.167921
589.97408,580.155333,583.718956,596.788941,589.469477,594.665459,564.312044,594.331358,586.153679,576.805611,570.194128,585.223408,570.443953,613.852504,582.212995
584.956001,583.782799,577.709217,591.146454,584.16281,607.405226,558.608661,601.024023,578.814536,566.261507,567.048495,576.937405,566.545236,607.526143,577.676339
558.492663,547.710449,549.152197,562.984194,555.572306,555.10991,543.351123,553.303266,556.04001,537.529519,542.043823,548.540276,543.896407,571.133338,552.231971
522.063771,509.391176,520.786587,533.156934,524.66187,514.337787,513.231486,522.572149,517.216441,509.343492,504.810462,519.168002,505.127156,543.500286,525.89544
